Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
Honda,2022,"26,998",29,37,2,"15,926",0,,103,4.6,10,80,4.6,4.7,4.3,4.4,4.6,4.6
Dodge,2016,"9,488",24,34,2,"94,772",1,4.8,,4.5,82,93,4.6,4.6,4.4,4.4,4.7,4.6
Land,2016,"15,999",21,30,2,"60,219",0,,1,4.2,26,69,4.3,4.6,4.1,3.9,4.7,4
Jeep,2018,"19,795",17,21,,"122,398",0,4.4,,4.8,87,97,4.6,4.6,4.7,4.5,4.8,4.8
Nissan,2022,"25,224",24,30,2,"8,692",0,3.9,283,4.4,7,85,4.3,4.4,4.7,4.4,4.7,4.6
Acura,2023,"33,492",22,31,2,"4,793",0,4.9,,3.7,6,50,4.2,3.7,4.2,3.8,4.3,4
Lexus,2010,"18,490",21,29,2.5,"57,728",1,,6,4.8,30,96,4.8,4.7,4.5,4.7,4.9,4.9
BMW,2020,"19,999",23,34,2,"72,500",1,,,5,9,100,4.8,4.9,4.8,4.8,4.9,4.9
Ford,2020,"28,300",20,24,2.3,"57,000",0,,11,4.8,85,95,4.8,4.7,4.8,4.7,4.9,4.7
Lexus,2015,"20,998",19,29,,"111,093",0,,6,4.8,61,96,4.8,4.8,4.6,4.6,4.8,4.9
GMC,2022,"30,998",25,28,,"9,545",0,,1,4,14,71,4.4,4.1,3.9,3.7,4.3,4
Toyota,2014,"19,998",24,31,,"58,525",1,,0,4.4,195,85,4.4,4.2,4.4,4.3,4.5,4.6
Ford,1965,"43,000",0,0,,"8,794",,2.2,282,,,,,,,,,
Ford,2018,"7,997",27,35,1.6,"102,508",1,4.9,67,4.7,82,91,4.6,4.6,4.5,4.8,4.6,4.8
Mercedes-Benz,2011,"20,490",19,26,3,"45,697",1,3.9,62,5,7,100,4.6,4.9,5,4.9,5,4.9
Lexus,2014,"26,888",16,24,4.6,"86,038",1,4.8,,5,33,100,5,4.9,4.8,4.8,4.9,5
Hyundai,2021,"23,700",27,37,1.6,"38,102",0,4.5,163,4.8,50,94,4.8,4.8,4.7,4.8,4.9,4.8
Scion,2012,"8,300",36,37,1.3,"74,000",1,,2,4.5,46,95,4.1,4.2,4,4.5,4.5,4.7
Chevrolet,2022,"22,999",22,29,2,"51,380",0,4.6,,4.8,9,100,4.8,4.7,4.9,4.3,4.9,4.6
Volkswagen,2017,"18,195",22,30,1.8,"65,113",0,,4,4.9,73,98,4.7,4.8,4.6,4.7,4.8,4.8
Acura,2005,"6,995",20,26,3.2,"152,564",0,4.6,156,4.6,93,92,4.7,4.7,4.7,4.7,4.8,4.7
INFINITI,2021,"26,900",20,29,3,"33,867",0,4.4,92,5,10,100,4.9,4.9,4.9,4.8,4.9,4.9
Lexus,2016,"25,222",22,28,2,"52,944",0,4.8,628,4.8,68,95,4.8,4.8,4.8,4.7,4.9,4.9
Kia,2018,"11,498",26,31,1.6,"72,315",1,4.3,415,4.9,413,97,4.8,4.8,4.7,4.8,4.8,4.9
Jeep,2021,"26,491",18,24,3.2,"38,265",0,4.6,,4.8,76,96,4.9,4.8,4.7,4.8,4.9,4.8
Ford,2023,"30,864",,,2.5,"14,288",0,4.3,419,4.1,9,77,4.6,4.6,4.4,4.2,4.7,4.3
Suzuki,2005,"3,250",21,21,2.7,"380,215",0,,17,4.5,13,92,4.2,4.3,4.3,4.7,4.7,4.5
GMC,2015,"19,900",17,24,3.6,"129,453",0,,14,4.7,32,93,4.7,4.8,4.5,4.3,4.7,4.5
Buick,2023,"39,000",22,29,2,"6,862",0,,1,4.2,17,82,4.1,4.5,3.8,3.8,4.6,4.3
smart,2014,"10,950",34,38,1,"51,894",0,4.7,170,4.7,24,100,4.5,4.8,4.3,4.7,4.8,4.8
Ford,2015,"28,385",,,3.7,"68,865",1,4.3,466,4,18,77,4.1,4.1,4.2,3.6,4.2,3.9
BMW,2017,"17,998",,,,"86,770",0,,,4.4,11,72,4.4,4.7,4.4,3.6,4.6,4
RAM,2015,"7,524",21,29,2.4,"202,060",0,,21,4.3,11,81,4.5,4.4,3.9,4.4,4.5,3.9
Land,2019,"22,000",22,29,2,"56,453",0,,4,3.3,16,50,4.2,4.3,3.7,3.6,4.6,3.5
Toyota,2007,"15,900",17,19,4,"159,926",1,,1,4.7,148,94,4.5,4.5,4.7,4.6,4.8,4.8
Toyota,2023,"37,297",21,28,1.6,"18,339",0,4.6,,,,,,,,,,
Ford,2022,"29,000",19,24,2.3,"66,585",1,4.5,23,4.1,7,71,4.6,4,4.3,3.9,4.7,4
Volkswagen,2019,"14,798",22,29,2,"69,259",1,4.6,,4.5,141,89,4.6,4.7,4.3,4.5,4.6,4.5
Lexus,2022,"43,960",20,28,3.5,"15,825",0,4.8,142,4,,,4,4,4,3,4,5
Nissan,2015,"6,991",31,40,1.6,"122,837",0,,13,4.1,79,83,4.2,4.1,3.8,4.2,4.3,4.2
Mitsubishi,2015,"9,998",37,44,,"114,955",,,19,4.3,67,85,4.1,4,3.9,4.6,4,4.5
Chevrolet,2022,"23,998",22,29,,"32,773",1,,3,4.8,9,100,4.8,4.7,4.9,4.3,4.9,4.6
Subaru,2023,"23,791",28,36,2,"61,204",0,4.7,326,4,3,66,4.3,4.3,4,4.3,4.3,4
Honda,2021,"21,987",30,38,1.5,"72,067",1,,9,4.8,47,91,4.9,4.9,4.8,4.9,4.9,4.8
Ford,2017,"10,498",18,25,3.5,"100,416",1,,24,,,,,,,,,
Chevrolet,2016,"4,999",18,30,3.6,"138,734",1,2.9,289,4.6,37,94,4.8,4.5,4.8,4.5,4.5,4.7
Ford,2019,"16,963",22,29,2,"55,870",1,,9,4.7,201,91,4.8,4.7,4.7,4.6,4.8,4.7
BMW,2019,"39,580",18,25,4.4,"19,914",0,4,742,5,3,66,5,4.7,5,3.7,4,4
Tesla,2021,"31,475",,,,"57,896",1,3.7,160,3.2,26,50,3.8,3.9,4.1,3.4,4,3.5
Chevrolet,2021,"21,999",,,4.3,"94,782",0,2.8,26,2.7,3,33,3.3,3.3,2.7,2.7,3,2.3
Chevrolet,2007,"3,995",24,29,2.4,"159,483",0,,42,4.1,122,82,3.9,3.8,4.1,4.3,4.1,4.2
Audi,2021,"32,000",24,31,2,"32,502",0,4.3,449,5,4,75,5,5,5,5,4.8,5
Kia,2022,"25,100",27,37,1.6,"38,407",0,4.4,65,4.1,8,75,4.1,4.2,4.2,4,4.6,4.5
Porsche,2007,"17,995",20,26,3.4,"98,028",1,,3,4.9,21,100,4.6,4.6,4.9,4.7,5,4.7
Volvo,2016,"13,995",23,31,2,"72,500",1,,38,4.9,34,100,5,4.8,4.9,4.8,4.9,5
Subaru,2020,"26,998",,,,"54,458",1,,1,5,5,100,5,5,5,4.6,4.8,4.8
Mazda,2022,"17,955",,,,"34,581",0,4,,4,2,100,4.5,5,4,4,5,5
Subaru,2019,"13,985",27,33,2,"102,262",1,4.8,,4.7,208,94,4.7,4.7,4.6,4.7,4.8,4.8
Mitsubishi,2008,"16,998",,,2,"118,000",0,,,4.5,33,90,4,3.9,4.6,4.4,4.6,4.4
Lexus,2019,"28,788",41,38,2,"53,215",0,4.5,757,4.5,29,79,4.6,4.4,4.5,4.4,4.6,4.7
Nissan,2021,"29,787",15,21,5.6,"47,591",1,4.6,,4.1,19,73,4.5,4.4,4.3,4.2,4.5,4.4
Kia,2022,"16,995",28,33,2,"27,521",1,,82,4.1,11,63,4.3,4.3,4.4,4.1,4.5,3.5
Ford,2021,"28,488",21,28,2,"10,885",0,,59,4.4,14,92,4.7,4.5,4.4,4.4,4.7,4.6
Lincoln,2020,"34,690",17,24,3,"63,688",1,4.7,168,3.7,90,58,4.4,4.4,4.2,3.5,4.5,3.5
Ford,2016,"15,682",21,30,3.5,"68,908",0,,7,4.6,150,90,4.8,4.7,4.6,4.5,4.7,4.5
Chevrolet,2018,"17,950",,,1.5,"53,386",0,,8,4.7,59,94,4.6,4.5,4.7,4.5,4.6,4.8
Honda,2022,"23,799",55,49,1.5,"22,832",1,4.9,,5,,,5,5,4,5,5,5
Ford,2014,"8,400",27,37,1.6,"88,766",0,4,30,3.9,135,74,3.8,4,3.8,3.9,4.2,3.8
Mazda,2023,"26,997",20,26,2.5,"35,305",0,,0,5,,,5,5,4,4,5,5
Hyundai,2022,"17,394",31,41,2,"68,062",0,4,,4.2,6,83,4.2,4.5,4.2,4.3,4.7,4.2
Mazda,2023,"22,604",24,30,2.5,"47,950",0,4.3,,4.3,13,84,4.5,4.5,4,4.3,4.5,4.5
Subaru,2019,"20,950",26,33,2.5,"51,077",0,4.6,530,4.7,284,91,4.7,4.7,4.6,4.6,4.7,4.7
Kia,2018,"16,500",20,28,3.3,"63,497",0,4.9,335,5,7,100,5,5,4.9,4.9,5,5
Toyota,2018,"37,998",13,17,,"54,276",1,,1,4.6,20,95,4.7,4.6,4.6,4.5,4.6,4.7
Subaru,2018,"20,990",26,32,2.5,"66,565",0,4.6,,4.8,512,94,4.7,4.6,4.7,4.8,4.7,4.8
Saturn,2007,"15,988",22,26,2.4,"18,548",0,,43,4.8,62,95,4.2,4.2,4.5,4.7,5,4.6
Subaru,2018,"20,000",23,27,2,"88,716",0,4.6,,4.8,512,94,4.7,4.6,4.7,4.8,4.7,4.8
MINI,2022,"29,495",23,31,2,"19,114",0,4.6,605,3,,,1,4,3,2,4,4
Dodge,2021,"28,987",19,26,3.6,"35,671",0,4.4,500,4.6,30,86,4.9,4.8,4.6,4.3,4.8,4.7
Mitsubishi,2020,"17,994",23,29,2,"50,378",0,,77,4.9,38,97,4.9,4.8,4.8,4.8,5,4.8
Subaru,2020,"25,499",,,2.5,"78,567",1,,,4.8,229,95,4.9,4.8,4.7,4.8,4.7,4.8
Lexus,2013,"16,995",30,30,2.5,"133,311",1,,6,5,4,100,4.7,5,4.2,4.5,4.8,5
Lexus,2017,"23,499",22,0,2,"68,281",1,4.9,,5,5,100,4.6,5,5,4.4,4.8,5
Mitsubishi,2024,"22,879",23,29,2,"12,772",0,4.4,914,,,,,,,,,
Jeep,2022,"31,450",18,25,3.6,"61,668",0,3.8,168,3.1,12,41,4.1,4.2,3.2,2.9,4.3,3
Toyota,2021,"32,997",22,31,3.5,"47,505",0,4.6,594,4.8,75,96,4.7,4.7,4.8,4.7,4.9,4.9
Toyota,2016,"13,900",,,1.8,"76,038",1,4.9,872,4.6,316,92,4.6,4.5,4.5,4.6,4.6,4.8
Mercedes-Benz,2014,"13,997",24,32,2,"90,640",0,4.6,211,4.5,85,91,4.5,4.6,4.6,4.4,4.9,4.6
Honda,2021,"33,998",19,28,,"51,594",0,,2,5,21,95,5,5,4.9,4.8,4.9,5
Nissan,2021,"21,200",24,30,2,"38,204",1,4.5,,4.8,17,94,4.8,4.8,4.7,4.7,4.9,4.9
Kia,2015,"15,999",23,34,2.4,"84,066",1,4.5,749,4.6,268,93,4.6,4.5,4.6,4.5,4.7,4.6
Volkswagen,2024,"28,321",22,29,2,"18,536",0,4.8,979,5,,,5,5,4,4,5,5
Land,2018,"26,595",21,27,2,"71,905",1,,4,3.8,82,62,4.2,4.3,4,3.4,4.6,3.4
Toyota,2022,"41,447",35,35,2.5,"28,514",0,4.7,,4.3,6,83,4.7,4.7,4.5,4.3,4.3,4.3
Dodge,2022,"33,995",19,26,3.6,"46,599",0,,0,3.6,8,62,4,3.8,4.5,3.8,4,4
Tesla,2017,"29,900",,,,"53,009",0,,0,4.6,40,90,4.7,4.4,4.9,4.1,4.7,4.6
Chevrolet,2022,"23,813",25,30,1.5,"34,792",0,4.7,127,4.4,14,78,4.4,4.1,4.3,4.3,4.6,4.1
Volkswagen,2019,"21,888",24,32,2,"62,795",0,4.7,894,4.6,18,94,4.4,4.6,4.7,4.6,4.6,4.6
Isuzu,2001,"9,995",17,21,3.2,"118,103",0,,0,3.8,19,84,4.1,4.1,3.8,4.2,4.1,3.9
Cadillac,2020,"26,859",23,32,2,"45,588",1,4.7,289,4.8,9,88,4.7,4.9,4.7,4.8,4.8,4.6
Genesis,2022,"39,122",22,28,2.5,"20,233",0,4.3,,4.2,12,75,4.6,4.6,4.2,3.9,4.6,4.1
Hyundai,2024,"38,390",19,24,,"17,972",1,,0,4.4,9,77,4.8,4.8,4.2,4.3,4.4,4.1
Dodge,2019,"16,390",17,25,3.6,"73,254",1,,25,4.6,70,91,4.8,4.7,4.6,4.7,4.6,4.6
Chevrolet,2023,"25,295",26,30,1.3,"22,991",0,,21,4.7,11,100,4.8,4.5,4.5,4.5,4.8,4.9
Toyota,2002,"12,589",25,30,1.8,"57,500",1,4.2,83,4.9,26,100,4.4,4.8,4.8,5,5,5
Nissan,2023,"23,850",28,35,1.5,"27,981",0,,1,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Chrysler,2019,"19,997",19,28,3.6,"55,169",1,,,4.7,87,94,4.9,4.8,4.7,4.6,4.8,4.6
Hyundai,2024,"25,542",25,32,2.5,"12,344",0,4.8,392,4.4,5,80,4.8,4.8,4.6,4.4,4.8,4.6
Chevrolet,2020,"20,794",29,36,1.5,"17,356",0,4.8,205,4.7,57,94,4.7,4.8,4.8,4.7,4.8,4.8
Volkswagen,2022,"22,256",25,32,1.5,"50,077",0,4.8,,3.3,32,50,3.9,3.8,3.2,3.2,3.9,3.2
Jeep,2023,"24,900",21,29,2.4,"31,957",0,,0,5,,,5,5,4,4,5,5
Mercedes-Benz,2021,"26,874",24,33,2,"38,213",1,4.7,,4.7,22,90,4.7,4.7,4.9,4.7,4.9,4.9
Chevrolet,2018,"16,747",,,1.5,"65,449",1,,76,4.7,59,94,4.6,4.5,4.7,4.5,4.6,4.8
Land,2018,"32,995",16,21,5,"67,315",1,,424,3.5,10,60,4,4.2,3.6,3.2,4.3,3.1
Ford,2020,"23,811",24,27,2,"75,993",0,,41,3.8,10,60,3.4,3.6,3.9,4,3.9,4.4
Lexus,2024,"44,934",43,44,2.5,"8,694",0,4.6,234,5,,,5,5,5,5,5,5
Buick,2022,"30,995",17,25,3.6,"70,950",0,4.5,73,5,5,100,5,5,5,5,5,5
Volkswagen,2021,"19,400",29,39,1.4,"25,640",0,4.2,102,4.4,25,88,4.5,4.2,4.4,4.4,4.7,4.4
INFINITI,2013,"17,995",27,32,3.5,"62,236",0,4.7,37,5,2,100,5,5,5,5,5,5
Ford,2013,"13,977",23,32,2,"82,467",1,4,180,4.7,49,95,4.2,4.6,4.6,4.5,4.8,4.5
Volkswagen,2003,"9,000",,,1.8,"176,500",0,,,4.8,11,100,4.6,4.3,4.7,4.7,4.4,4.5
Kia,2019,"20,477",20,27,3.3,"43,539",0,3.3,26,4.4,7,85,4.6,4.9,4.6,4.9,4.9,4.7
Jeep,2024,"28,995",24,32,2,"5,912",0,,1,5,,,5,5,5,5,5,5
Mercedes-Benz,2014,"19,999",26,38,2,"109,038",0,4.8,578,4.5,85,91,4.5,4.6,4.6,4.4,4.9,4.6
Lincoln,2022,"43,990",20,25,2.7,"14,126",0,3.6,37,4.3,3,100,5,5,4.3,4.3,5,4.7
Subaru,2011,"8,128",16,21,3.6,"135,274",1,4.5,175,4.1,7,85,4.7,4.6,4.4,3.8,4.9,4.3
Lexus,2017,"31,240",15,18,4.6,"94,526",0,4.3,,4.2,40,80,4.6,4.2,4.3,4.1,4.4,4.7
Buick,2021,"18,998",28,31,,"27,162",0,,15,4.4,35,82,4.4,4.5,4.4,4.5,4.6,4.4
Lexus,2014,"9,995",20,27,2.5,"192,803",0,,1,4.8,70,94,4.7,4.7,4.4,4.5,4.8,4.9
Acura,1990,"13,888",23,23,2.7,"79,756",0,,11,4.6,5,100,4.6,4.6,4.4,4.8,4.2,4.6
Hyundai,2008,"6,299",15,22,3.8,"94,818",0,4.3,113,4.3,38,86,4.5,4.5,4.3,4.6,4.5,4.4
Nissan,2020,"25,800",17,23,3.8,"87,899",1,4.1,41,4.5,35,91,4.5,4.3,4.6,4.5,4.5,4.5
Jeep,2023,"24,682",21,29,2.4,"26,545",0,4.5,,5,,,5,5,4,4,5,5
Nissan,2022,"15,900",27,37,2.5,"60,766",0,3.9,935,4.2,12,83,4.8,4.7,4.2,4.2,4.9,4.5
Honda,2021,"30,985",19,24,3.5,"40,433",0,3.7,105,4.7,24,95,4.7,4.5,4.7,4.5,4.6,4.8
GMC,2005,"4,995",19,19,4.2,"127,640",1,,37,4.2,20,80,4.5,4.2,4.3,4.2,4.3,4.3
Dodge,2023,"43,800",18,25,3.6,"14,922",0,5,226,5,2,100,5,4.5,5,5,5,5
Toyota,2012,"23,068",17,22,4,"118,858",1,,4,4.9,36,100,4.7,4.6,4.5,4.6,4.9,4.9
Nissan,2023,"23,498",27,37,2.5,"16,181",0,4.7,,4.6,7,85,4.4,4.3,4.6,4.4,4.7,4.4
Kia,2022,"16,700",29,39,2,"67,727",0,4.7,55,4.7,11,90,4.6,4.7,4.6,4.8,4.8,4.8
Honda,2022,"18,999",28,34,1.8,"55,542",0,4.2,456,3.8,9,55,3.7,3.4,3.4,3.8,4.2,4.3
Toyota,2014,"39,997",,,4,"130,500",0,,,4.8,64,93,4.7,4.7,4.8,4.7,4.9,5
Mercedes-Benz,2022,"31,999",,,2,"23,361",0,4.8,430,3.6,5,60,4.2,4,3.2,3.4,4,3.8
Jeep,2021,"34,995",17,23,3.6,"58,460",0,,16,4.9,50,94,4.9,5,4.9,4.6,4.9,4.8
Nissan,2023,"27,829",20,28,3.5,"12,340",0,,,5,4,100,5,5,5,5,5,5
Chevrolet,2020,"35,000",17,25,3.6,"42,003",0,,63,4.7,120,90,4.8,4.8,4.7,4.6,4.9,4.6
Ford,2018,"10,900",30,40,1,"91,504",1,4.7,,4.6,205,89,4.6,4.6,4.5,4.6,4.7,4.6
Volkswagen,2021,"18,213",23,29,2,"42,762",0,4.7,,4.4,19,84,4.5,4.4,4.5,4.3,4.8,4.4
Lexus,2014,"18,785",16,23,4.6,"108,439",1,3.8,193,5,33,100,5,4.9,4.8,4.8,4.9,5
Chrysler,2021,"25,998",,,,"56,366",0,,7,3.7,19,63,4.5,4.5,4.1,3.8,4.5,3.5
Nissan,2013,"8,095",27,32,1.6,"115,611",0,4.7,,4.5,113,86,4.3,4.3,4.5,4.4,4.7,4.5
Lincoln,2022,"31,488",,,2.5,"48,341",0,4.7,862,4.6,8,87,4.9,4.8,4.2,4.4,4.9,4.4
BMW,2021,"22,500",25,34,2,"60,617",1,4.4,159,5,13,100,4.8,4.8,4.9,4.8,4.9,4.8
Volkswagen,2013,"11,895",21,27,2.5,"108,665",0,4.7,868,4.4,110,89,4.4,4.5,4.5,4.4,4.8,4.3
smart,2016,"11,900",32,39,0.9,"30,049",0,4.7,170,4.8,29,96,4.6,4.8,4.6,4.8,4.9,4.7
Ford,2016,"11,978",16,21,3.7,"75,079",0,4.1,39,,,,,,,,,
Buick,1996,"9,900",24,24,5.7,"145,787",0,3.2,239,4.9,14,92,5,4.5,4.9,4.9,4.9,4.9
Chevrolet,2021,"17,600",31,31,1.2,"59,930",1,,17,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Ford,2015,"10,500",22,34,2.5,"73,592",0,,334,4.5,183,89,4.6,4.5,4.4,4.4,4.7,4.4
Kia,2021,"21,200",24,29,2.5,"85,064",1,4.9,,4.7,57,89,4.8,4.8,4.5,4.6,4.9,4.6
Chevrolet,2017,"16,999",15,22,3.6,"58,976",1,,1,4.7,193,94,4.7,4.6,4.7,4.6,4.7,4.8
Toyota,2012,"10,990",51,49,1.8,"147,707",0,,16,4.7,31,93,4.3,4.2,4.4,4.5,4.4,4.9
Jeep,2019,"12,693",21,29,2.4,"109,565",1,5,178,4.4,67,85,4.5,4.5,4.4,4.3,4.5,4.5
Honda,2018,"15,990",31,31,1.8,"77,005",1,,0,4.7,209,95,4.7,4.5,4.7,4.6,4.8,4.8
Kia,2015,"11,498",23,31,2,"59,057",0,,0,4.6,231,89,4.6,4.6,4.4,4.6,4.6,4.5
Chevrolet,2021,"16,800",28,31,1.2,"71,249",1,,169,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Mitsubishi,2021,"12,977",36,43,1.2,"37,335",1,4.7,288,5,,,5,5,5,5,5,5
Ford,2018,"11,966",22,28,2,"73,230",1,4.4,27,4.7,707,93,4.8,4.8,4.7,4.6,4.8,4.7
Nissan,2020,"19,900",27,37,2.5,"77,386",1,,0,4.6,97,88,4.7,4.6,4.5,4.5,4.7,4.7
Mazda,2013,"4,500",,,1.5,"114,000",0,,,4.7,23,95,4.1,4.1,4.3,4.8,4.5,4.7
Ford,2020,"26,496",0,0,3.5,"68,490",1,4.6,,5,5,100,5,5,5,4.8,5,5
Alfa,2017,"13,488",23,31,2,"104,061",0,4.9,52,4.7,99,92,4.6,4.7,4.9,4.5,5,4.4
Audi,2019,"32,989",22,29,2,"69,321",0,4.7,670,5,2,100,5,4.5,5,4,5,4
Jaguar,2001,"20,000",16,21,4,"15,800",0,3.6,192,4.8,9,100,4.6,4.9,4.9,4.9,5,4.6
Volkswagen,2013,"8,854",29,39,2,"118,625",0,4.7,,4.4,44,86,4.5,4.4,4.5,4.5,4.3,4.5
Honda,2017,"18,998",27,31,,"40,843",1,,2,4.6,206,87,4.5,4.4,4.4,4.5,4.7,4.7
Jeep,2018,"32,995",16,21,3.6,"56,621",0,,6,4.8,199,98,4.6,4.7,4.7,4.6,4.9,4.8
Chevrolet,2023,"22,998",26,31,,"9,749",0,,4,4.4,15,93,4.6,4.6,4.4,4.4,4.4,4.2
Scion,2015,"10,995",23,31,,"119,112",1,,16,4.5,23,91,4.3,4.3,4.4,4.4,4.7,4.7
Nissan,2017,"27,000",0,0,5,"47,918",0,4.7,742,4.3,69,85,4.7,4.5,4.3,4.3,4.7,4.5
Audi,2021,"34,950",18,28,2.9,"110,141",0,2.9,23,4.5,2,100,5,4.5,5,4.5,5,4.5
Scion,2014,"11,500",23,31,2.5,"96,356",1,4.2,419,4.6,32,93,4.3,4.2,4.4,4.6,4.8,4.7
Mercedes-Benz,2021,"28,500",25,34,2,"23,793",0,4.3,276,4.5,2,100,4.5,4.5,4.5,4.5,4.5,4.5
Nissan,2013,"4,497",27,32,1.6,"174,336",1,,7,4.5,113,86,4.3,4.3,4.5,4.4,4.7,4.5
Dodge,2023,"31,000",19,30,3.6,"1,640",0,,12,5,9,100,5,4.8,5,5,5,5
Jeep,2018,"21,933",17,21,3.6,"76,558",0,4.4,314,4.8,87,97,4.6,4.6,4.7,4.5,4.8,4.8
Chrysler,2022,"24,593",,,3.6,"72,302",0,4.6,235,3.8,5,100,4.2,4,4,3.6,3.8,3.8
Hyundai,2012,"13,770",18,29,3.8,"103,247",0,,7,4.7,95,92,4.9,4.7,4.8,4.7,4.8,4.7
RAM,2022,"32,934",0,0,5.7,"63,426",0,,0,4.5,31,87,4.7,4.8,4.5,4.4,4.7,4.5
Hyundai,2022,"33,724",19,26,,"51,751",0,4.7,,4,7,71,4.9,4.7,4.1,4.1,4.6,3.9
Dodge,2018,"34,771",15,23,5.7,"62,478",0,3.9,910,4.8,216,94,4.8,4.7,4.9,4.6,4.9,4.8
Mazda,2008,"4,500",17,22,3,"188,735",0,4.7,742,4.1,21,81,4,3.9,3.9,4.2,4.3,4.1
Lincoln,2017,"23,000",,,3.7,"44,700",0,,,4.7,100,87,4.9,4.8,4.7,4.6,4.8,4.7
Chevrolet,2021,"19,998",29,33,,"82,308",0,,9,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Lincoln,2020,"28,810",20,25,2,"51,079",0,4.9,,4.9,42,97,4.9,4.9,4.9,4.7,4.8,4.8
Ford,2023,"42,900",18,17,2.3,"13,139",0,4.7,,4.2,5,80,4.4,4.2,4.2,4.2,4.2,4.2
Mercedes-Benz,2018,"26,998",,,,"31,546",0,,3,4.7,3,66,5,4.3,4.7,4,4.7,4.3
Volkswagen,2021,"19,973",22,32,2,"35,248",0,4.7,,5,2,100,5,5,5,4,5,5
Jeep,2014,"16,988",17,24,3.6,"74,421",0,4.9,52,4.4,437,85,4.7,4.6,4.5,4.3,4.8,4.3
Plymouth,1967,"22,140",,,,"1,090",,4.8,406,5,,,5,5,5,5,5,5
FIAT,2022,"20,488",24,30,1.3,"7,663",0,4.5,,,,,,,,,,
Porsche,2019,"41,194",19,23,3,"52,753",0,4.9,116,4.8,24,95,4.9,4.8,4.8,4.4,4.8,4.7
Chevrolet,2008,"3,999",16,23,3.9,"123,000",0,,15,3.8,45,82,3.9,3.7,4,4.1,4,3.9
Nissan,2021,"21,495",26,34,2.5,"51,065",0,4.3,483,4.5,111,82,4.7,4.7,4.4,4.3,4.7,4.4
Hyundai,2022,"29,988",33,30,1.6,"62,086",0,4.7,,4.1,13,69,4.5,4.7,4.1,4.3,4.5,3.8
GMC,2022,"32,749",,,6.6,"23,524",0,4.4,88,,,,,,,,,
Kia,2016,"15,395",21,29,2.4,"69,326",0,,0,4.6,280,90,4.6,4.6,4.6,4.5,4.6,4.6
Lexus,2022,"42,488",,,3.5,"22,471",0,3.5,226,4,,,4,4,4,3,4,5
Hyundai,2020,"20,326",20,26,2,"72,381",0,4.3,,4.9,209,96,4.9,4.8,4.7,4.8,4.9,4.9
Ford,2023,"26,995",22,28,2,"32,883",0,4.7,48,4.5,33,84,4.4,4.2,4.5,4.3,4.5,4.5
Nissan,2018,"14,865",31,34,2,"123,709",0,,13,5,2,100,4.5,5,4,4.5,5,4.5
Porsche,2018,"31,500",,,3,"59,800",0,,,4.9,71,98,4.9,4.8,4.9,4.5,4.9,4.9
Cadillac,2013,"36,995",14,19,6.2,"36,015",1,4.1,94,4.5,8,87,4.4,5,4.6,4.2,5,4.4
Buick,2024,"29,995",26,28,1.3,173,0,4.5,468,4,5,80,4.2,4,3.6,4,4.8,3.8
Toyota,2021,"35,564",13,17,5.7,"98,422",0,4.4,129,4.7,38,94,4.9,4.8,4.7,4.7,4.8,4.8
Jeep,2019,"25,495",18,24,3.2,"39,205",1,,77,4.6,579,90,4.8,4.7,4.5,4.5,4.7,4.6
Jeep,2019,"29,781",17,23,3.6,"47,438",0,4.7,,4.6,112,89,4.5,4.7,4.7,4.3,4.8,4.7
Mitsubishi,2020,"19,895",25,26,1.5,"92,138",1,,2,4.7,17,94,4.7,4.8,4.8,4.7,4.9,4.7
Jeep,2021,"24,900",18,27,3.2,"50,551",0,,22,4.8,76,96,4.9,4.8,4.7,4.8,4.9,4.8
Lincoln,2020,"27,948",21,26,2,"41,810",1,4.6,,4.9,42,97,4.9,4.9,4.9,4.7,4.8,4.8
BMW,2018,"25,491",21,32,3,"66,740",0,4.9,558,4.4,8,87,4.6,4.6,4.8,4.1,4.8,4.1
Lexus,2011,"17,989",15,20,4.6,"179,371",0,2.3,92,4.6,22,95,4.8,4.6,4.5,4.3,4.5,4.8
Kia,2024,"24,442",,,1.6,"8,476",0,4.4,,5,,,5,5,5,5,5,5
Buick,2006,"4,990",26,26,3.8,"127,690",0,4.3,289,4.3,51,84,4.7,4.5,4.4,4.4,4.5,4.3
Jeep,2019,"17,095",22,31,2.4,"71,878",0,,0,4.3,166,82,4.6,4.7,4.2,4.3,4.8,4.4
MINI,2013,"8,147",29,37,1.6,"95,200",1,4.8,702,4.5,16,93,4.1,4.7,4.7,4.3,4.9,4.1
Ford,2021,"30,457",19,24,2.3,"42,577",0,4.6,390,4.7,34,91,4.8,4.6,4.9,4.7,4.8,4.7
Ford,2010,"30,893",14,22,5.4,"67,900",0,4.6,,4.7,3,100,3.7,4,5,4.3,5,4.7
Nissan,2015,"10,900",16,22,4,"126,742",1,3.6,6,4.7,19,100,4.5,4.4,4.7,4.7,4.6,4.9
